,Unnamed: 0,location,total_sqft,bath,price,bhk
1660,2018,Electronic City,1363.0,2.0,7900000.0,2
1661,2021,Electronic City,1108.0,2.0,6715000.000000001,2
1662,2023,Electronic City,1128.0,2.0,6570000.0,2
1663,2025,Electronic City,1060.0,2.0,5100000.0,2
1664,2027,Electronic City,1650.0,3.0,10000000.0,3
1665,2029,Electronic City,1025.0,2.0,4900000.0,2
1666,2031,Electronic City,1449.0,3.0,9000000.0,3
1667,2033,Electronic City,1070.0,2.0,5800000.0,2
1668,2034,Electronic City,1210.0,2.0,5400000.0,2
1669,2035,Electronic City,1500.0,2.0,7500000.0,3
1670,2037,Electronic City,1070.0,2.0,5200000.0,2
1671,2038,Electronic City,2435.0,4.0,11900000.0,4
1672,2043,Electronic City,1073.0,2.0,6000000.0,2
1673,2044,Electronic City,1500.0,2.0,7800000.0,3
1674,2045,Electronic City,1070.0,2.0,4700000.0,2
1675,2046,Electronic City,1296.0,2.0,6500000.0,2
1676,2047,Electronic City,1140.0,2.0,7093000.000000001,2
1677,2053,Electronic City,2093.0,4.0,10400000.0,4
1678,2054,Electronic City,1025.0,2.0,5390000.0,2
1679,2055,Electronic City,940.0,2.0,5400000.0,2
1680,2056,Electronic City,435.0,1.0,2100000.0,1
1681,2057,Electronic City,1500.0,2.0,7750000.0,3
1682,2058,Electronic City,1631.0,3.0,8000000.0,3
1683,2059,Electronic City,1355.0,2.0,6700000.0,2
1684,2062,Electronic City,435.0,1.0,2200000.0,1
1685,2064,Electronic City,1039.0,2.0,5000000.0,2
1686,2065,Electronic City,770.0,1.0,3990000.0,2
1687,2067,Electronic City,1128.0,2.0,6400000.0,2
1688,2068,Electronic City,605.0,1.0,1331000.0,1
1689,2070,Electronic City,530.0,1.0,1350000.0,1
1690,2071,Electronic City,1070.0,2.0,5300000.0,2
1691,2074,Electronic City,1571.0,3.0,8300000.0,3
1692,2076,Electronic City,1350.0,3.0,6600000.0,3
1693,2077,Electronic City,1652.0,3.0,11000000.0,3
1694,2081,Electronic City,1128.0,2.0,6558000.0,2
1695,2082,Electronic City,635.0,1.0,2800000.0,1
1696,2083,Electronic City,1128.0,2.0,6540000.000000001,2
1697,2086,Electronic City,1355.0,2.0,7290000.000000001,2
1698,2090,Electronic City,770.0,1.0,3500000.0,2
1699,2092,Electronic City,865.0,2.0,4000000.0,2
1700,2095,Electronic City,1108.0,2.0,6300000.0,2
1701,2096,Electronic City,630.0,1.0,4050000.0,1
1702,2099,Electronic City,605.0,1.0,2200000.0,1
1703,2101,Electronic City,1070.0,2.0,4800000.0,2
1704,2103,Electronic City,1360.0,2.0,7000000.0,3
1705,2104,Electronic City,635.0,1.0,2800000.0,1
1706,2105,Electronic City,1128.0,2.0,6545000.0,2
1707,2106,Electronic City,890.0,2.0,4000000.0,2
1708,2111,Electronic City,1360.0,2.0,5800000.0,3
1709,2114,Electronic City,630.0,1.0,3370000.0000000005,1
1710,2118,Electronic City,1400.0,3.0,9000000.0,3
1711,2119,Electronic City,1287.0,3.0,5500000.0,3
1712,2120,Electronic City,1258.0,2.0,8550000.0,2
1713,2121,Electronic City,1386.0,2.0,8500000.0,2
1714,2122,Electronic City,550.0,1.0,2700000.0,1
1715,2123,Electronic City,1025.0,2.0,5000000.0,2
1716,2125,Electronic City,1070.0,2.0,5500000.0,2
1717,2126,Electronic City,1342.0,2.0,7200000.0,2
1718,2127,Electronic City,1275.0,3.0,7000000.0,3
1719,2128,Electronic City,770.0,1.0,3800000.0,2
1720,2133,Electronic City,1644.0,3.0,9259000.0,3
1721,2134,Electronic City,1250.0,2.0,6200000.0,2
1722,2137,Electronic City,418.0,1.0,1200000.0,1
1723,2138,Electronic City,1128.0,2.0,6480000.0,2
1724,2141,Electronic City,1060.0,2.0,5500000.0,2
1725,2142,Electronic City,710.0,1.0,4042000.0,1
1726,2145,Electronic City,1275.0,3.0,6343000.0,3
1727,2146,Electronic City,1518.0,3.0,7500000.0,3
1728,2147,Electronic City,1090.0,2.0,3148000.0,1
1729,2150,Electronic City,1060.0,2.0,5500000.0,2
1730,2152,Electronic City,1353.0,2.0,7500000.0,2
1731,2154,Electronic City,1128.0,2.0,6700000.0,2
1732,2155,Electronic City,1070.0,2.0,5700000.0,2
1733,2156,Electronic City,1700.0,3.0,9000000.0,3
1734,2158,Electronic City,750.0,1.0,3500000.0,1
1735,2159,Electronic City,1210.0,2.0,5500000.0,2
1736,2160,Electronic City,1070.0,2.0,6000000.0,2
1737,2165,Electronic City,1615.0,3.0,9700000.0,3
1738,2167,Electronic City,1221.0,2.0,6800000.0,2
1739,2169,Electronic City,1500.0,3.0,7300000.0,3
1740,2170,Electronic City,995.0,2.0,4800000.0,2
1741,2171,Electronic City,1342.0,2.0,9000000.0,2
1742,2173,Electronic City,1128.0,2.0,6350000.0,2
1743,2174,Electronic City,589.0,1.0,2900000.0,1
1744,2177,Electronic City,1575.0,3.0,9450000.0,3
1745,2178,Electronic City,1070.0,2.0,4800000.0,2
1746,2179,Electronic City,1025.0,2.0,5400000.0,2
1747,2180,Electronic City,1500.0,2.0,7000000.0,3
1748,2181,Electronic City,1500.0,2.0,6450000.0,3
1749,2183,Electronic City,2093.0,4.0,13400000.0,4
1750,2185,Electronic City,1355.0,2.0,7300000.0,2
1751,2186,Electronic City,1360.0,2.0,6498999.999999999,3
1752,2187,Electronic City,1060.0,2.0,5200000.0,2
1753,2188,Electronic City Phase II,1056.0,2.0,3907000.0,2
1754,2189,Electronic City Phase II,1020.0,2.0,3060000.0,2
1755,2190,Electronic City Phase II,1069.0,2.0,4500000.0,2
1756,2191,Electronic City Phase II,630.0,1.0,2835000.0,1
1757,2193,Electronic City Phase II,1000.0,2.0,2500000.0,2
1758,2194,Electronic City Phase II,1090.0,2.0,2834000.0,2
1759,2195,Electronic City Phase II,2225.0,4.0,9888000.0,4
1760,2197,Electronic City Phase II,775.0,2.0,3800000.0,2
1761,2198,Electronic City Phase II,1266.0,2.0,5900000.0,2
1762,2199,Electronic City Phase II,1000.0,2.0,2888000.0,2
1763,2202,Electronic City Phase II,972.0,2.0,4400000.0,2
1764,2204,Electronic City Phase II,1031.0,2.0,5500000.0,2
1765,2205,Electronic City Phase II,1003.0,2.0,4060000.0,2
1766,2206,Electronic City Phase II,1031.0,2.0,5635000.0,2
1767,2208,Electronic City Phase II,1395.0,2.0,6278000.0,3
1768,2209,Electronic City Phase II,1160.0,2.0,3350000.0,2
1769,2210,Electronic City Phase II,1065.0,2.0,3075000.0,2
1770,2211,Electronic City Phase II,1219.0,2.0,6125000.0,2
1771,2213,Electronic City Phase II,1000.0,2.0,2888000.0,2
1772,2214,Electronic City Phase II,1790.0,3.0,10000000.0,3
1773,2215,Electronic City Phase II,769.0,2.0,4000000.0,2
1774,2217,Electronic City Phase II,900.0,2.0,3250000.0,2
1775,2220,Electronic City Phase II,993.0,2.0,5000000.0,3
1776,2221,Electronic City Phase II,1418.0,3.0,5247000.0,3
1777,2222,Electronic City Phase II,1070.0,2.0,4500000.0,2
1778,2225,Electronic City Phase II,1140.0,2.0,3306000.0,2
1779,2226,Electronic City Phase II,1089.0,2.0,3267000.0,2
1780,2227,Electronic City Phase II,1031.0,2.0,5500000.0,2
1781,2228,Electronic City Phase II,1253.0,2.0,6580000.0,2
1782,2230,Electronic City Phase II,1160.0,2.0,3350000.0,2
1783,2231,Electronic City Phase II,975.0,2.0,4500000.0,3
1784,2232,Electronic City Phase II,6000.0,4.0,26000000.0,4
1785,2233,Electronic City Phase II,1116.0,2.0,3700000.0,2
1786,2234,Electronic City Phase II,1125.0,2.0,2925000.0,2
1787,2235,Electronic City Phase II,1000.0,2.0,2888000.0,2
1788,2236,Electronic City Phase II,1000.0,2.0,2888000.0,2
1789,2237,Electronic City Phase II,1000.0,2.0,2888000.0,2
1790,2238,Electronic City Phase II,1165.0,2.0,3029000.0,2
1791,2239,Electronic City Phase II,3550.0,2.6926096474673518,16750000.0,4
1792,2240,Electronic City Phase II,1031.0,2.0,5300000.0,2
1793,2242,Electronic City Phase II,1065.0,2.0,3088000.0,2
1794,2244,Electronic City Phase II,1549.0,3.0,8000000.0,3
1795,2245,Electronic City Phase II,1065.0,2.0,5613000.0,2
1796,2247,Electronic City Phase II,920.0,2.0,2600000.0,2
1797,2248,Electronic City Phase II,1140.0,2.0,3384000.0000000005,2
1798,2249,Electronic City Phase II,1219.0,2.0,6126000.0,2
1799,2250,Electronic City Phase II,1252.0,2.0,6500000.0,3
1800,2251,Electronic City Phase II,1125.0,2.0,3249000.0,2
1801,2253,Electronic City Phase II,1286.0,2.0,6900000.0,2
1802,2255,Electronic City Phase II,1140.0,2.0,3292000.0,2
1803,2256,Electronic City Phase II,1116.0,2.0,4000000.0,2
1804,2257,Electronic City Phase II,1150.0,3.0,4600000.0,3
1805,2258,Electronic City Phase II,1192.0,2.0,4700000.0,3
1806,2260,Electronic City Phase II,1020.0,2.0,3200000.0,2
1807,2261,Electronic City Phase II,1900.0,3.0,9700000.0,4
1808,2262,Electronic City Phase II,1020.0,2.0,2743000.0,2
1809,2263,Electronic City Phase II,1025.0,2.0,2665000.0,2
1810,2264,Electronic City Phase II,1020.0,2.0,2945000.0,2
1811,2265,Electronic City Phase II,1000.0,2.0,2888000.0,2
1812,2267,Electronic City Phase II,1140.0,2.0,2850000.0,2
1813,2268,Electronic City Phase II,1125.0,2.0,3249000.0,2
1814,2269,Electronic City Phase II,1200.0,2.0,3465000.0,2
1815,2270,Electronic City Phase II,1160.0,2.0,5220000.0,2
1816,2271,Electronic City Phase II,1244.0,2.0,5500000.0,2
1817,2272,Electronic City Phase II,1160.0,2.0,3351000.0,2
1818,2275,Electronic City Phase II,972.0,2.0,4000000.0,2
1819,2276,Electronic City Phase II,1160.0,2.0,3351000.0,2
1820,2278,Electronic City Phase II,1090.0,2.0,3148000.0,2
1821,2279,Electronic City Phase II,1140.0,2.0,3292000.0,2
1822,2280,Electronic City Phase II,650.0,1.0,3500000.0,1
1823,2281,Electronic City Phase II,1155.0,2.0,5700000.0,2
1824,2282,Electronic City Phase II,1800.0,3.0,9200000.0,3
1825,2283,Electronic City Phase II,1300.0,2.0,2800000.0,2
1826,2284,Electronic City Phase II,1160.0,2.0,3350000.0,2
1827,2285,Electronic City Phase II,1025.0,2.0,2960000.0,2
1828,2286,Electronic City Phase II,829.0,2.0,2280000.0,2
1829,2287,Electronic City Phase II,2187.5,4.0,10500000.0,4
1830,2288,Electronic City Phase II,1252.0,2.0,6700000.0,2
1831,2290,Electronic City Phase II,1125.0,2.0,3263000.0000000005,2
1832,2291,Electronic City Phase II,1140.0,2.0,3400000.0,2
1833,2294,Electronic City Phase II,1252.0,2.0,6500000.0,3
1834,2295,Electronic City Phase II,1135.0,2.0,4600000.0,2
1835,2296,Electronic City Phase II,1305.0,3.0,6500000.0,3
1836,2297,Electronic City Phase II,1165.0,2.0,3364000.0,2
1837,2299,Electronic City Phase II,1336.0,2.0,5035000.0,3
1838,2300,Electronic City Phase II,575.0,1.0,1675000.0,1
1839,2301,Electronic City Phase II,925.0,2.0,4982000.0,3
1840,2302,Electronic City Phase II,1065.0,2.0,3076000.0,2
1841,2303,Electronic City Phase II,1065.0,2.0,3075000.0,2
1842,2304,Electronic City Phase II,1140.0,2.0,3306000.0,2
1843,2305,Electronic City Phase II,911.0,2.0,2650000.0,2
1844,2306,Electronic City Phase II,1200.0,2.0,3465000.0,2
1845,2307,Electronic City Phase II,1031.0,2.0,5448000.0,2
1846,2311,Electronics City Phase 1,1475.0,3.0,7829000.000000001,3
1847,2312,Electronics City Phase 1,1490.0,3.0,7880000.0,3
1848,2313,Electronics City Phase 1,1113.27,2.0,5300000.0,2
1849,2314,Electronics City Phase 1,1490.0,3.0,8400000.0,3
1850,2321,Electronics City Phase 1,1015.0,2.0,5600000.0,2
1851,2323,Electronics City Phase 1,1515.0,2.0,8091000.0,3
1852,2324,Electronics City Phase 1,995.0,2.0,4600000.0,2
1853,2325,Electronics City Phase 1,1555.0,2.0,8200000.0,3
1854,2326,Electronics City Phase 1,1340.0,2.0,7500000.0,2
1855,2327,Electronics City Phase 1,1124.0,2.0,5500000.0,3
1856,2328,Electronics City Phase 1,1175.0,2.0,5700000.0,2
1857,2329,Electronics City Phase 1,755.0,1.0,4241000.0,1
1858,2330,Electronics City Phase 1,580.0,1.0,2700000.0,1
1859,2331,Electronics City Phase 1,940.0,2.0,4900000.0,2
1860,2332,Electronics City Phase 1,1335.0,2.0,6700000.0,2
1861,2333,Electronics City Phase 1,1113.12,2.0,5500000.0,2
1862,2335,Electronics City Phase 1,1350.0,3.0,7100000.0,3
1863,2337,Electronics City Phase 1,995.0,2.0,4980000.0,2
1864,2338,Electronics City Phase 1,635.0,1.0,2600000.0,1
1865,2339,Electronics City Phase 1,1190.0,2.0,6800000.0,2
1866,2341,Electronics City Phase 1,1450.0,3.0,7254000.000000001,3
1867,2342,Electronics City Phase 1,360.0,1.0,1689999.9999999998,1
1868,2343,Electronics City Phase 1,638.0,1.0,3200000.0,1
1869,2344,Electronics City Phase 1,1175.0,2.0,6498000.0,2
1870,2345,Electronics City Phase 1,585.0,1.0,2100000.0,1
1871,2346,Electronics City Phase 1,1200.0,2.0,5976000.0,2
1872,2347,Electronics City Phase 1,1145.0,2.0,5400000.0,2
1873,2348,Electronics City Phase 1,1125.0,2.0,6500000.0,2
1874,2350,Electronics City Phase 1,1550.0,2.0,8200000.0,3
1875,2352,Electronics City Phase 1,865.0,2.0,4000000.0,2
1876,2356,Electronics City Phase 1,1800.0,3.0,9300000.0,3
1877,2357,Electronics City Phase 1,1314.0,2.0,6000000.0,2
1878,2358,Electronics City Phase 1,1170.0,2.0,6200000.0,2
1879,2359,Electronics City Phase 1,1450.0,3.0,7900000.0,3
1880,2360,Electronics City Phase 1,940.0,2.0,4800000.0,2
1881,2361,Electronics City Phase 1,940.0,2.0,4400000.0,2
1882,2362,Electronics City Phase 1,1300.0,2.0,6700000.0,2
1883,2363,Electronics City Phase 1,1028.0,2.0,5100000.0,2
1884,2365,Electronics City Phase 1,1205.0,2.0,6000000.0,2
1885,2367,Electronics City Phase 1,1305.0,2.0,6700000.0,2
1886,2368,Electronics City Phase 1,755.0,1.0,3012000.0,1
1887,2369,Electronics City Phase 1,1175.0,2.0,6000000.0,2
1888,2370,Frazer Town,1700.0,3.0,18000000.0,3
1889,2371,Frazer Town,1305.0,3.0,9545000.0,3
1890,2372,Frazer Town,1870.0,3.0,18500000.0,3
1891,2373,Frazer Town,1750.0,3.0,15000000.0,3
1892,2375,Frazer Town,2000.0,3.0,20000000.0,3
1893,2376,Frazer Town,3500.0,4.0,33000000.0,3
1894,2377,Frazer Town,2350.0,4.0,28500000.0,3
1895,2378,Frazer Town,1550.0,2.0,14000000.0,2
1896,2379,Frazer Town,1900.0,4.0,14500000.0,3
1897,2380,Frazer Town,2560.0,3.0,26500000.0,3
1898,2381,Frazer Town,2400.0,3.0,26000000.0,3
1899,2382,Frazer Town,2560.0,3.0,28800000.0,3
1900,2383,Frazer Town,3436.0,5.0,34100000.0,4
1901,2385,Frazer Town,1315.0,2.0,14000000.0,2
1902,2386,Frazer Town,1706.0,3.0,15400000.0,3
1903,2387,Frazer Town,2079.0,3.0,22000000.0,3
1904,2388,Frazer Town,3435.0,2.0,34100000.0,4
1905,2389,Frazer Town,3436.0,5.0,34500000.0,4
1906,2390,Frazer Town,3100.0,3.0,40000000.0,3
1907,2391,Frazer Town,5400.0,3.0,40000000.0,3
1908,2392,Frazer Town,1180.0,2.0,10500000.0,2
1909,2393,Frazer Town,2900.0,4.0,32500000.0,4
1910,2394,Frazer Town,1870.0,3.0,18000000.0,3
1911,2395,Frazer Town,896.0,1.0,10000000.0,1
1912,2396,Frazer Town,1420.0,2.0,12000000.0,2
1913,2397,GM Palaya,1820.0,2.0,8600000.0,3
1914,2398,GM Palaya,1225.0,2.0,4700000.0,2
1915,2399,GM Palaya,1140.0,2.0,4895000.0,2
1916,2400,GM Palaya,1315.0,2.0,6500000.0,3
1917,2401,GM Palaya,1315.0,3.0,6500000.0,3
1918,2402,GM Palaya,1315.0,3.0,6400000.0,3
1919,2403,GM Palaya,1735.0,3.0,7000000.0,3
1920,2404,GM Palaya,1643.0,2.0,7000000.0,3
1921,2405,Garudachar Palya,1325.0,2.0,6080000.0,3
1922,2406,Garudachar Palya,1060.0,2.0,4870000.0,2
1923,2407,Garudachar Palya,1150.0,2.0,5275000.0,2
1924,2408,Garudachar Palya,1295.0,2.0,5950000.0,3
1925,2409,Garudachar Palya,1320.0,2.0,6060000.0,3
1926,2410,Garudachar Palya,1295.0,2.0,5950000.0,3
1927,2411,Garudachar Palya,1150.0,2.0,5280000.0,2
1928,2412,Garudachar Palya,1150.0,2.0,5280000.0,2
1929,2413,Garudachar Palya,1060.0,2.0,4850000.0,2
1930,2414,Garudachar Palya,1150.0,2.0,5250000.0,2
1931,2415,Garudachar Palya,1325.0,2.0,6080000.0,3
1932,2416,Garudachar Palya,1060.0,2.0,4866000.0,2
1933,2417,Garudachar Palya,1150.0,2.0,5200000.0,2
1934,2418,Garudachar Palya,1154.0,2.0,5180000.0,2
1935,2420,Giri Nagar,2400.0,4.0,40000000.0,4
1936,2421,Giri Nagar,1800.0,3.0,25200000.0,3
1937,2422,Giri Nagar,1350.0,3.0,24000000.0,3
1938,2423,Giri Nagar,2400.0,4.0,40000000.0,4
1939,2424,Giri Nagar,3000.0,4.0,37500000.0,6
1940,2425,Giri Nagar,2400.0,6.0,40000000.0,6
1941,2426,Giri Nagar,4000.0,3.0,75000000.0,4
1942,2427,Gollarapalya Hosahalli,861.0,2.0,3450000.0,2
1943,2428,Gollarapalya Hosahalli,1408.0,3.0,6200000.0,3
1944,2429,Gollarapalya Hosahalli,861.0,2.0,3450000.0,2
1945,2430,Gollarapalya Hosahalli,1318.0,3.0,5400000.0,3
1946,2431,Gollarapalya Hosahalli,861.0,2.0,3650000.0,2
1947,2432,Gollarapalya Hosahalli,1320.0,3.0,6000000.0,3
1948,2433,Gollarapalya Hosahalli,1345.0,3.0,6000000.0,3
1949,2434,Gollarapalya Hosahalli,1905.0,3.0,8600000.0,4
1950,2435,Gollarapalya Hosahalli,1318.0,3.0,5600000.0,3
1951,2436,Gollarapalya Hosahalli,1129.0,2.0,5000000.0,2
1952,2437,Gottigere,1100.0,2.0,4000000.0,2
1953,2438,Gottigere,967.0,2.0,4500000.0,2
1954,2439,Gottigere,1618.0,3.0,8250000.0,3
1955,2440,Gottigere,1222.0,2.0,6300000.0,2
1956,2442,Gottigere,1300.0,3.0,6500000.0,3
1957,2443,Gottigere,950.0,2.0,3800000.0,2
1958,2444,Gottigere,1153.0,2.0,4850000.0,2
1959,2445,Gottigere,812.0,1.0,2600000.0,1
1960,2447,Gottigere,1460.0,2.0,6500000.0,3
1961,2448,Gottigere,1500.0,3.0,7000000.0,3
1962,2449,Gottigere,1621.0,3.0,7200000.0,3
1963,2450,Gottigere,812.0,1.0,2600000.0,1
1964,2451,Gottigere,990.0,2.0,4000000.0,2
1965,2452,Gottigere,1235.0,2.0,6300000.0,2
1966,2453,Gottigere,1385.0,3.0,6400000.0,3
1967,2454,Gottigere,1000.0,2.0,3500000.0,2
1968,2455,Gottigere,1010.0,2.0,3500000.0,2
1969,2458,Gottigere,1435.0,2.0,6200000.0,3
1970,2459,Gottigere,945.0,2.0,4500000.0,2
1971,2461,Gottigere,2500.0,3.0,12000000.0,4
1972,2462,Gottigere,1230.0,2.0,5200000.0,3
1973,2463,Gottigere,1120.0,2.0,5000000.0,2
1974,2464,Gottigere,1500.0,3.0,6300000.0,3
1975,2465,Gottigere,1200.0,2.0,4000000.0,2
1976,2466,Gottigere,1280.0,2.0,6100000.0,2
1977,2467,Gottigere,1205.0,2.0,5658000.0,2
1978,2468,Gottigere,1170.0,2.0,4000000.0,2
1979,2469,Gottigere,3000.0,3.0,13200000.0,4
1980,2470,Gottigere,1613.0,3.0,7200000.0,3
1981,2471,Gottigere,1110.0,2.0,3625000.0,2
1982,2472,Gottigere,1245.0,2.0,5900000.0,2
1983,2473,Gottigere,1200.0,2.0,5000000.0,2
1984,2474,Green Glen Layout,1670.0,3.0,12000000.0,3
1985,2475,Green Glen Layout,3250.0,4.0,23000000.0,4
1986,2476,Green Glen Layout,1776.42,3.0,10500000.0,3
1987,2477,Green Glen Layout,3250.0,4.0,23000000.0,4
1988,2478,Green Glen Layout,940.0,2.0,5680000.0,2
1989,2479,Green Glen Layout,1075.0,2.0,6000000.0,2
1990,2480,Green Glen Layout,1715.0,3.0,11500000.0,3
1991,2481,Green Glen Layout,1751.0,2.0,11500000.0,3
1992,2482,Green Glen Layout,1750.0,3.0,13000000.0,3
1993,2483,Green Glen Layout,1530.0,3.0,10500000.0,3
1994,2484,Green Glen Layout,1752.0,3.0,10500000.0,3
1995,2485,Green Glen Layout,1680.0,4.0,9500000.0,3
1996,2486,Green Glen Layout,1728.0,3.0,12500000.0,3
1997,2487,Green Glen Layout,1645.0,3.0,11000000.0,3
1998,2488,Green Glen Layout,1517.0,3.0,10000000.0,3
1999,2489,Green Glen Layout,3150.0,4.0,21800000.0,4
2000,2491,Green Glen Layout,1750.0,3.0,12000000.0,3
2001,2492,Green Glen Layout,1751.0,3.0,11500000.0,3
2002,2493,Green Glen Layout,1750.0,3.0,10500000.0,3
2003,2494,Green Glen Layout,1885.0,3.0,13500000.0,3
2004,2495,Green Glen Layout,1715.0,3.0,12000000.0,3
2005,2496,Green Glen Layout,1623.29,2.0,10500000.0,3
2006,2497,Green Glen Layout,1715.0,3.0,11500000.0,3
2007,2498,Green Glen Layout,1715.0,3.0,10500000.0,3
2008,2499,Green Glen Layout,1600.0,3.0,10500000.0,3
2009,2500,Green Glen Layout,1717.0,3.0,12500000.0,3
2010,2501,Green Glen Layout,1250.0,2.0,7500000.0,2
2011,2502,Green Glen Layout,1715.0,3.0,11200000.0,3
2012,2503,Gubbalala,1470.0,2.0,8200000.0,3
2013,2504,Gubbalala,1745.0,3.0,10400000.0,3
2014,2505,Gubbalala,1745.0,3.0,11500000.0,3
2015,2506,Gubbalala,1745.0,3.0,11000000.0,3
2016,2507,Gubbalala,1650.0,3.0,7100000.0,3
2017,2508,Gubbalala,2570.0,4.0,14100000.0,5
2018,2509,Gubbalala,1205.0,2.0,7000000.0,2
2019,2510,Gubbalala,1435.0,2.0,8000000.0,3
2020,2511,Gubbalala,1475.0,2.0,8000000.0,2
2021,2513,Gubbalala,1100.0,2.0,4950000.0,2
2022,2514,Gubbalala,1060.0,2.0,4600000.0,2
2023,2515,Gubbalala,2000.0,3.0,12500000.0,3
2024,2517,Gunjur,1140.0,2.0,4300000.0,2
2025,2518,Gunjur,1356.0,2.0,6600000.0,3
2026,2519,Gunjur,1600.0,3.0,7500000.0,3
2027,2520,Gunjur,2000.0,3.0,9500000.0,4
2028,2521,Gunjur,1140.0,2.0,4911000.0,2
2029,2522,Gunjur,1195.0,2.0,4400000.0,2
2030,2523,Gunjur,1190.0,2.0,4000000.0,2
2031,2524,Gunjur,1457.0,2.0,6000000.0,2
2032,2525,Gunjur,1080.0,2.0,4100000.0,2
2033,2528,Gunjur,1175.0,2.0,4348000.0,2
2034,2529,Gunjur,1362.0,3.0,6263000.0,3
2035,2530,Gunjur,1071.0,2.0,5100000.0,2
2036,2531,Gunjur,1063.0,2.0,4000000.0,2
2037,2532,Gunjur,1235.0,2.0,5276000.0,2
2038,2533,Gunjur,1362.0,3.0,6263000.0,3
2039,2534,Gunjur,1362.0,3.0,6263000.0,3
2040,2535,Gunjur,1588.0,2.0,9000000.0,3
2041,2536,Gunjur,1235.0,2.0,4450000.0,2
2042,2537,Gunjur,1457.0,2.0,6000000.0,2
2043,2538,HAL 2nd Stage,1490.0,2.0,30000000.0,3
2044,2539,HAL 2nd Stage,600.0,3.0,14500000.0,2
2045,2540,HAL 2nd Stage,2700.0,3.0,50000000.0,3
2046,2541,HAL 2nd Stage,2040.0,4.0,50000000.0,5
2047,2542,HBR Layout,2800.0,2.0,20000000.0,3
2048,2543,HBR Layout,1722.0,3.0,9500000.0,3
2049,2544,HBR Layout,1200.0,4.0,12000000.0,4
2050,2545,HBR Layout,1200.0,2.0,6000000.0,2
2051,2546,HBR Layout,1004.0,2.0,4900000.0,2
2052,2547,HBR Layout,1783.0,3.0,12500000.0,3
2053,2548,HBR Layout,1656.0,3.0,9000000.0,3
2054,2549,HBR Layout,1089.0,2.0,6000000.0,2
2055,2550,HBR Layout,1700.0,3.0,11000000.0,3
2056,2551,HBR Layout,1198.0,2.0,6500000.0,2
2057,2552,HBR Layout,1200.0,4.0,11500000.0,4
2058,2553,HBR Layout,1200.0,2.0,12000000.0,2
2059,2554,HBR Layout,1832.0,3.0,16000000.0,3
2060,2555,HRBR Layout,1374.0,2.0,9500000.0,2
2061,2556,HRBR Layout,1440.0,2.0,9800000.0,2
2062,2558,HRBR Layout,2800.0,3.0,25000000.0,3
2063,2559,HRBR Layout,1210.0,2.0,7500000.0,2
2064,2560,HRBR Layout,1265.0,2.0,7800000.0,2
2065,2561,HRBR Layout,1170.0,2.0,7500000.0,2
2066,2563,HRBR Layout,1900.0,3.0,9000000.0,4
2067,2564,HRBR Layout,1625.0,3.0,12000000.0,3
2068,2565,HRBR Layout,1301.0,2.0,12000000.0,2
2069,2566,HRBR Layout,1145.0,2.0,6850000.0,2
2070,2567,HRBR Layout,1300.0,2.0,9000000.0,2
2071,2569,HSR Layout,1372.0,2.0,6800000.0,2
2072,2571,HSR Layout,1475.0,3.0,7500000.0,3
2073,2572,HSR Layout,1467.0,2.0,5500000.0,2
2074,2573,HSR Layout,1140.0,2.0,4600000.0,2
2075,2574,HSR Layout,1372.0,2.0,6100000.0,2
2076,2575,HSR Layout,1750.0,3.0,9500000.0,3
2077,2577,HSR Layout,1027.0,2.0,4400000.0,2
2078,2578,HSR Layout,1650.0,3.0,11000000.0,3
2079,2579,HSR Layout,1140.0,2.0,4600000.0,2
2080,2580,HSR Layout,1372.0,2.0,6100000.0,2
2081,2581,HSR Layout,1140.0,2.0,4600000.0,2
2082,2582,HSR Layout,1185.0,2.0,6000000.0,2
2083,2583,HSR Layout,1127.0,2.0,6800000.0,2
2084,2584,HSR Layout,1600.0,2.0,11500000.0,3
2085,2585,HSR Layout,1145.0,2.0,4800000.0,2
2086,2586,HSR Layout,1009.0,2.0,5600000.0,2
2087,2587,HSR Layout,1300.0,2.0,9800000.0,2
2088,2589,HSR Layout,1140.0,2.0,4600000.0,2
2089,2590,HSR Layout,1126.0,2.0,6900000.0,2
2090,2592,HSR Layout,1140.0,2.0,4600000.0,2
2091,2593,HSR Layout,1145.0,2.0,4600000.0,2
2092,2594,HSR Layout,1142.0,2.0,6500000.0,2
2093,2595,HSR Layout,1145.0,2.0,4600000.0,2
2094,2596,HSR Layout,1844.0,3.0,9500000.0,3
2095,2597,HSR Layout,1203.0,2.0,7200000.0,2
2096,2598,HSR Layout,1140.0,2.0,4600000.0,2
2097,2599,HSR Layout,4200.0,5.0,24500000.0,5
2098,2600,HSR Layout,1140.0,2.0,4600000.0,2
2099,2601,HSR Layout,1145.0,2.0,4600000.0,2
2100,2602,HSR Layout,1009.0,2.0,5600000.0,2
2101,2603,HSR Layout,1145.0,2.0,4600000.0,2
2102,2604,HSR Layout,1100.0,2.0,4400000.0,2
2103,2605,HSR Layout,1203.0,2.0,6000000.0,2
2104,2606,HSR Layout,1120.0,2.0,7000000.0,2
2105,2607,HSR Layout,1140.0,2.0,4600000.0,2
2106,2608,HSR Layout,1289.0,2.0,7000000.0,2
2107,2609,HSR Layout,1844.0,3.0,8900000.0,3
2108,2610,HSR Layout,1203.0,2.0,6000000.0,2
2109,2611,HSR Layout,1140.0,2.0,4600000.0,2
